X1,X2,X3,X4,X5,X6,X7,X8,X9,ANG,AVG,RIP,COG
23.83,138.1,0.82,0.02,2.75,2.01,1.51,14.99,17.87,-40.0,-1843.24,33.49,13.83
23.93,137.1,0.5,0.0,3.27,2.06,1.51,14.72,17.69,-40.0,-1596.34,16.2,15.82
24.77,138.6,1.76,0.02,1.6,2.02,1.52,12.07,13.4,-45.0,-1949.12,72.18,20.54
16.0,138.4,1.29,0.02,1.77,2.02,1.51,11.68,12.91,-46.0,-1080.6,40.39,18.87
23.88,137.8,1.13,0.01,1.81,2.02,1.51,14.95,17.19,-40.0,-1901.31,45.94,15.29
20.91,138.4,1.5,0.02,2.82,2.02,1.51,11.59,13.35,-47.0,-1688.17,51.24,19.52
21.04,137.2,1.01,0.03,3.31,2.01,1.51,11.77,13.31,-46.0,-1580.33,43.85,19.81
24.99,138.6,1.41,0.01,2.07,2.01,1.51,10.85,12.5,-46.0,-1913.85,68.58,20.77
24.11,138.6,0.5,0.03,3.24,2.02,1.51,14.99,16.76,-40.0,-1628.64,20.59,16.3
23.3,137.8,0.52,0.0,3.24,2.08,1.51,14.97,17.98,-40.0,-1638.63,15.49,14.04
24.75,138.5,0.52,0.02,2.75,2.01,1.51,14.94,17.6,-40.0,-1820.22,20.82,14.75
24.48,138.5,1.41,0.06,1.77,2.02,1.51,11.44,12.96,-45.0,-1890.44,67.2,19.36
15.87,140.0,0.52,0.02,3.26,2.01,1.51,15.0,17.98,-40.0,-1431.03,76.28,13.67
23.8,129.5,0.93,0.0,2.62,2.01,1.51,11.77,12.88,-46.0,-1772.56,40.72,18.92
23.37,137.3,0.5,0.04,3.24,2.08,1.51,14.99,17.82,-40.0,-1645.15,6.39,14.21
15.12,129.6,1.5,0.01,3.34,2.03,1.51,10.18,13.23,-47.0,-1353.37,60.02,21.15
24.6,138.6,1.5,0.16,2.07,2.01,1.51,14.27,15.9,-41.0,-1922.65,57.06,19.19
15.89,136.8,1.5,0.01,1.95,2.02,1.51,11.62,12.98,-47.0,-1198.53,43.45,18.96
15.98,134.9,1.46,0.02,1.95,2.02,1.51,11.62,12.98,-47.0,-1193.18,43.2,19.0
24.34,130.9,0.55,0.02,2.9,2.01,1.51,14.89,16.09,-41.0,-1831.94,23.56,17.86
23.89,138.3,0.62,0.01,2.98,2.01,1.51,14.96,16.51,-41.0,-1789.39,24.02,16.8
23.3,138.3,0.52,0.06,3.37,2.08,1.51,14.97,17.97,-40.0,-1548.6,6.59,14.06
23.61,138.6,1.02,0.01,1.86,2.02,1.51,14.97,16.35,-40.0,-1917.73,46.66,17.18
23.29,137.6,0.54,0.16,2.59,2.01,1.51,12.67,13.73,-44.0,-1714.48,33.97,20.77
24.99,139.2,1.41,0.01,2.11,2.01,1.51,13.6,15.89,-41.0,-1940.95,60.04,18.82
23.32,138.8,0.5,0.02,2.41,2.06,1.51,13.45,14.8,-43.0,-1755.56,34.47,19.39
16.0,129.5,1.5,0.03,3.11,2.01,1.51,10.47,12.88,-47.0,-1394.38,49.08,21.24
24.75,138.1,0.83,0.01,2.11,2.01,1.51,14.89,15.94,-41.0,-1944.96,40.59,18.19
24.92,81.6,0.53,0.0,2.82,2.02,1.52,13.58,15.38,-43.0,-1610.14,23.68,18.8
24.07,138.9,0.69,0.04,2.87,2.02,1.51,11.4,12.69,-45.0,-1706.13,33.05,19.88
24.8,128.2,1.35,0.06,2.15,2.06,1.51,11.68,12.88,-45.0,-1880.14,64.43,18.93
23.3,137.8,0.52,0.01,3.23,2.08,1.51,14.97,17.98,-40.0,-1665.24,8.16,14.03
17.77,137.9,1.32,0.05,2.13,2.06,1.51,11.75,13.0,-47.0,-1367.24,43.11,19.25
24.01,135.9,0.55,0.0,2.96,2.08,1.51,11.79,12.89,-45.0,-1647.8,31.56,19.04
23.83,132.3,1.14,0.01,2.15,2.06,1.51,14.99,17.74,-40.0,-1871.11,44.68,14.05
24.83,138.1,1.34,0.0,2.01,2.01,1.51,13.69,17.52,-40.0,-1870.95,58.02,18.13
24.49,138.0,1.58,0.06,2.08,2.01,1.51,10.14,12.96,-45.0,-1867.53,76.24,21.15
24.69,132.8,0.53,0.0,2.82,2.08,1.52,13.58,15.49,-42.0,-1751.13,28.53,18.87
15.02,137.5,1.5,0.01,2.07,2.01,1.51,14.66,15.9,-42.0,-1411.82,62.96,18.69
24.38,139.2,1.35,0.01,2.1,2.04,1.52,14.86,17.69,-40.0,-1925.08,48.83,14.86
24.77,133.8,1.01,0.03,2.03,2.04,1.54,11.54,13.0,-45.0,-1874.97,52.92,19.09
15.47,135.9,1.54,0.02,3.69,2.01,1.51,11.5,12.85,-47.0,-1419.56,57.54,19.34
23.87,138.2,0.77,0.02,3.01,2.02,1.51,14.97,16.66,-40.0,-1769.77,34.46,16.4
24.88,136.5,1.14,0.01,2.15,2.07,1.54,14.88,16.39,-40.0,-1949.46,50.82,17.42
23.97,138.9,0.52,0.02,2.27,2.01,1.51,11.44,12.49,-44.0,-1762.72,44.15,20.14
24.32,138.8,0.5,0.01,3.2,2.06,1.51,14.89,16.07,-40.0,-1639.49,23.13,18.09
23.19,117.9,0.5,0.02,3.01,2.06,1.51,13.05,14.76,-43.0,-1675.59,24.8,20.36
15.71,138.6,1.05,0.01,3.3,2.01,1.51,14.97,16.35,-43.0,-1503.03,76.68,16.99
24.85,135.3,1.34,0.02,2.14,2.02,1.51,10.96,12.66,-46.0,-1891.63,65.22,20.46
23.59,123.2,0.83,0.03,2.59,2.01,1.51,10.5,12.53,-46.0,-1717.83,42.83,21.17
22.9,136.0,0.54,0.04,1.95,2.02,1.51,11.63,13.73,-44.0,-1678.11,47.0,20.06
17.77,132.9,1.43,0.0,2.75,2.01,1.51,13.56,15.09,-44.0,-1559.41,57.17,18.86
24.7,74.2,0.98,0.01,2.27,2.01,1.51,10.3,14.85,-44.0,-1552.14,53.03,20.88
15.71,138.6,0.95,0.06,2.2,2.01,1.51,14.97,16.65,-40.0,-1347.11,65.61,16.45
18.38,133.9,1.47,0.05,2.99,2.03,1.51,14.89,16.62,-41.0,-1717.34,57.41,16.71
24.92,138.0,1.59,0.04,1.71,2.06,1.51,11.72,12.93,-45.0,-1896.2,72.78,19.15
23.31,138.5,0.52,0.06,2.73,2.08,1.51,14.97,17.96,-40.0,-1741.39,23.35,13.87
15.48,138.6,0.77,0.01,1.31,2.02,1.51,14.97,16.35,-40.0,-939.92,78.03,17.14
16.04,128.9,1.34,0.07,0.82,2.01,1.51,11.46,12.9,-44.0,-788.58,31.62,19.45
24.16,133.3,1.35,0.01,2.04,2.02,1.51,14.9,17.51,-40.0,-1933.52,48.2,14.93
17.68,135.1,1.35,0.01,2.0,2.07,1.52,14.74,17.69,-40.0,-1559.63,53.98,15.46
24.1,121.7,1.48,0.0,2.09,2.06,1.51,13.3,17.4,-40.0,-1808.91,59.7,18.04
23.91,138.6,0.57,0.02,2.88,2.01,1.51,14.89,16.09,-41.0,-1825.71,22.27,17.83
23.19,116.7,0.5,0.02,1.84,2.06,1.51,13.05,17.09,-40.0,-1617.09,42.1,19.01
15.65,136.5,0.5,0.01,2.69,2.04,1.53,14.99,17.96,-40.0,-1325.08,74.29,13.75
24.8,137.3,0.5,0.02,3.0,2.01,1.51,15.0,17.83,-40.0,-1733.16,16.15,13.96
15.64,129.5,0.99,0.01,2.74,2.01,1.51,11.77,12.87,-47.0,-1200.33,66.86,18.97
16.31,136.8,1.49,0.02,1.68,2.02,1.51,10.84,12.98,-46.0,-1140.52,43.31,20.64
24.85,135.3,1.35,0.02,2.14,2.04,1.51,10.94,12.66,-46.0,-1884.14,64.83,20.52
24.09,137.8,0.98,0.02,2.35,2.02,1.51,10.36,12.49,-46.0,-1811.02,50.21,21.4
24.72,136.8,1.64,0.06,1.98,2.08,1.51,11.42,12.96,-45.0,-1896.4,72.32,19.38
23.88,138.3,1.13,0.01,1.81,2.02,1.51,14.95,17.19,-40.0,-1910.11,45.76,15.29
23.93,81.6,0.5,0.02,2.93,2.06,1.51,11.27,12.55,-46.0,-1495.54,27.54,20.3
16.04,138.6,0.52,0.02,2.75,2.01,1.51,15.0,17.98,-40.0,-1390.36,66.88,13.5
15.89,137.8,0.61,0.02,2.19,2.07,1.51,11.62,12.89,-46.0,-922.62,60.21,19.09
24.74,138.6,1.33,0.01,2.07,2.04,1.52,14.74,17.69,-40.0,-1935.34,50.02,15.51
23.35,137.5,0.5,0.02,3.0,2.09,1.51,14.91,17.69,-40.0,-1714.13,16.65,14.71
18.38,133.9,1.47,0.05,2.99,2.03,1.51,14.56,16.62,-41.0,-1712.12,58.53,17.84
24.97,76.6,0.5,0.01,2.79,2.01,1.51,10.54,12.48,-46.0,-1524.79,32.11,21.05
23.92,136.4,1.14,0.01,2.15,2.02,1.51,14.85,15.9,-41.0,-1962.46,48.64,18.37
24.85,135.3,1.34,0.02,2.14,2.02,1.51,10.91,12.66,-46.0,-1890.98,65.32,20.54
15.72,138.6,1.01,0.01,0.72,2.01,1.51,14.66,16.36,-40.0,-860.27,75.4,17.9
24.1,139.6,1.48,0.02,2.1,2.01,1.51,14.94,17.57,-40.0,-1944.74,49.26,14.57
18.38,134.2,1.47,0.05,2.99,2.03,1.51,14.89,16.62,-41.0,-1713.03,57.27,16.68
24.78,138.1,1.65,0.06,1.96,2.03,1.53,11.73,13.14,-45.0,-1942.36,72.58,19.58
15.8,134.9,1.46,0.02,1.95,2.02,1.51,11.62,12.98,-47.0,-1172.03,43.71,19.02
24.75,138.1,0.84,0.0,2.11,2.01,1.51,14.89,15.94,-41.0,-1924.01,39.64,18.14
24.85,137.3,1.71,0.03,1.89,2.02,1.51,10.59,12.74,-46.0,-1894.19,76.06,20.98
24.16,137.8,1.13,0.01,2.04,2.02,1.51,14.9,17.49,-40.0,-1920.52,45.57,14.99
16.0,138.7,1.5,0.01,3.31,2.01,1.51,11.8,16.73,-41.0,-1518.33,81.84,20.45
15.67,138.4,1.53,0.02,2.3,2.01,1.51,11.62,12.88,-47.0,-1298.95,44.98,19.02
15.84,127.9,1.46,0.06,2.93,2.06,1.51,11.75,12.9,-47.0,-1349.45,53.32,18.91
16.08,134.5,1.5,0.01,1.79,2.01,1.51,11.88,12.89,-47.0,-1150.95,40.7,19.25
23.9,122.7,0.54,0.03,1.8,2.06,1.51,13.32,14.74,-43.0,-1705.67,43.94,19.78
23.98,122.5,0.5,0.01,3.13,2.06,1.51,14.98,17.65,-40.0,-1707.36,12.18,14.3
17.77,137.7,1.32,0.02,2.13,2.04,1.51,11.8,12.87,-47.0,-1376.43,40.75,19.15
17.77,132.9,1.43,0.0,2.75,2.01,1.51,13.55,15.09,-44.0,-1571.09,55.12,18.71
15.71,138.6,0.97,0.02,3.3,2.01,1.51,14.88,16.43,-43.0,-1495.19,80.04,17.21
23.69,136.5,0.5,0.01,2.68,2.04,1.53,14.97,16.32,-41.0,-1829.36,24.58,17.29
24.99,76.6,0.97,0.01,2.27,2.01,1.51,10.21,17.87,-40.0,-1478.5,64.61,20.82
23.61,138.6,1.01,0.03,2.06,2.01,1.51,14.62,15.91,-41.0,-1902.11,44.9,18.85
24.85,137.9,1.37,0.05,2.13,2.02,1.51,11.53,13.0,-45.0,-1911.56,68.21,19.07
24.34,130.9,0.55,0.02,2.9,2.01,1.51,11.68,16.09,-42.0,-1695.68,34.2,20.3
24.16,133.3,1.35,0.01,2.04,2.02,1.51,14.91,17.51,-40.0,-1931.12,48.32,14.88
16.14,138.2,0.96,0.02,3.3,2.01,1.51,14.97,16.65,-42.0,-1521.55,72.2,16.29
24.05,139.3,0.5,0.01,3.25,2.01,1.51,14.99,16.37,-40.0,-1636.48,24.14,17.23
23.88,139.2,0.54,0.01,2.99,2.02,1.51,14.85,16.3,-41.0,-1804.06,19.41,17.71
24.06,138.6,1.5,0.02,1.74,2.02,1.51,11.68,12.91,-45.0,-1889.47,67.33,18.96
23.37,138.0,0.52,0.04,3.24,2.06,1.51,14.99,17.97,-40.0,-1655.58,8.22,13.85
21.11,136.9,1.52,0.03,1.72,2.01,1.51,11.77,13.38,-45.0,-1683.54,58.19,20.02
23.5,136.5,1.14,0.01,1.95,2.04,1.51,11.63,16.82,-40.0,-1734.42,62.4,20.16
24.6,122.8,0.67,0.07,2.71,2.01,1.51,14.93,17.97,-40.0,-1811.38,28.25,14.12
24.99,138.8,1.02,0.01,2.27,2.01,1.51,10.36,12.49,-46.0,-1879.06,53.94,21.2
24.49,138.0,0.77,0.02,2.08,2.02,1.52,11.89,13.41,-45.0,-1831.56,49.36,20.18
23.51,138.6,1.15,0.01,2.57,2.02,1.51,14.97,16.72,-40.0,-1922.29,48.03,16.25
24.33,136.5,0.54,0.04,2.54,2.03,1.51,14.89,16.09,-41.0,-1871.48,29.02,17.96
15.88,137.4,1.34,0.07,0.82,2.01,1.51,11.75,12.9,-44.0,-796.79,29.87,19.02
23.14,138.4,0.5,0.06,3.42,2.02,1.51,14.97,17.96,-40.0,-1575.19,10.48,14.02
24.4,138.1,1.52,0.03,2.1,2.05,1.55,14.61,15.9,-41.0,-1985.19,57.19,19.06
23.95,128.4,0.5,0.04,3.26,2.06,1.51,14.91,17.82,-40.0,-1637.92,9.28,14.49
15.84,127.9,1.3,0.06,2.96,2.06,1.51,11.61,12.88,-47.0,-1297.41,61.93,19.07
24.76,133.1,0.51,0.02,2.28,2.01,1.51,14.85,17.6,-40.0,-1830.07,26.93,15.21
24.79,139.3,1.33,0.01,2.08,2.07,1.54,14.99,16.82,-40.0,-1962.23,50.36,15.99
17.91,133.9,1.46,0.05,2.99,2.06,1.51,14.94,16.62,-41.0,-1659.24,58.68,16.48
15.54,129.5,1.5,0.01,1.75,2.01,1.51,11.77,12.88,-47.0,-1058.09,43.03,19.14
24.11,138.3,1.5,0.03,2.13,2.02,1.51,14.99,16.76,-40.0,-1950.02,52.22,16.06
24.49,138.1,1.33,0.0,2.08,2.01,1.51,13.56,15.41,-42.0,-1927.94,58.1,18.69
24.49,124.4,0.53,0.01,2.78,2.02,1.51,11.33,15.76,-42.0,-1696.37,38.16,19.43
15.47,135.9,1.52,0.02,3.69,2.01,1.51,11.69,12.85,-47.0,-1418.74,57.93,18.91
24.95,138.3,0.79,0.04,2.28,2.01,1.51,10.23,17.71,-40.0,-1606.28,59.79,20.7
16.06,129.4,0.96,0.02,0.7,2.02,1.51,11.29,12.8,-46.0,-720.42,35.9,19.9
23.9,135.9,0.51,0.0,3.01,2.06,1.51,11.42,12.89,-45.0,-1621.62,31.04,19.48
15.84,138.5,1.51,0.06,2.08,2.02,1.51,11.75,12.88,-47.0,-1244.03,44.46,19.14
24.7,137.4,1.41,0.02,2.05,2.01,1.51,13.6,14.86,-43.0,-1949.17,62.68,18.92
23.88,138.1,0.5,0.01,3.28,2.02,1.51,14.85,16.3,-40.0,-1643.54,23.28,17.79
15.75,138.4,2.05,0.02,2.26,2.02,1.51,11.62,13.14,-47.0,-1432.97,53.17,19.35
23.98,123.6,0.5,0.05,3.0,2.06,1.51,14.84,16.06,-41.0,-1736.57,20.61,18.12
24.3,138.6,1.33,0.01,1.81,2.02,1.51,14.87,16.31,-40.0,-1968.48,51.59,17.49
16.0,138.6,1.49,0.02,1.77,2.01,1.51,11.77,13.07,-47.0,-1163.7,42.83,19.42
15.79,138.6,1.07,0.01,3.3,2.01,1.51,14.99,17.83,-40.0,-1563.14,65.74,14.01
24.76,138.6,1.5,0.03,1.86,2.06,1.51,14.96,16.34,-40.0,-1968.02,52.2,17.22
15.76,138.6,1.01,0.02,2.13,2.01,1.51,14.97,16.35,-40.0,-1352.4,62.15,16.86
17.77,123.6,0.51,0.02,2.76,2.04,1.51,13.56,15.08,-44.0,-1323.3,53.16,18.63
16.0,138.6,1.48,0.02,3.22,2.08,1.51,11.68,17.83,-40.0,-1446.94,80.16,20.23
24.76,138.6,1.5,0.03,2.07,2.01,1.51,14.8,15.9,-41.0,-1989.32,56.78,18.43
24.72,138.0,0.5,0.01,3.12,2.01,1.51,10.96,12.66,-42.0,-1570.87,32.4,20.54
23.19,117.9,0.5,0.02,3.0,2.06,1.51,13.05,14.76,-43.0,-1674.23,25.47,20.28
23.93,132.7,1.44,0.0,2.08,2.01,1.51,14.92,15.94,-41.0,-1968.57,54.61,18.1
15.46,127.5,1.45,0.01,2.96,2.04,1.51,11.15,12.88,-47.0,-1336.77,55.67,20.09
24.1,136.4,1.14,0.01,2.15,2.04,1.51,14.85,15.9,-41.0,-1938.29,48.89,18.37
24.98,133.2,1.35,0.01,2.04,2.02,1.51,10.86,12.47,-46.0,-1901.59,64.64,20.83
15.71,128.0,0.79,0.01,3.3,2.02,1.52,14.97,16.2,-43.0,-1423.52,89.02,17.45
24.29,137.4,0.5,0.04,3.01,2.01,1.51,14.99,17.97,-40.0,-1749.17,15.96,13.77
24.89,138.6,1.5,0.03,2.07,2.1,1.58,14.61,15.9,-41.0,-1963.38,58.15,18.97
24.78,137.8,0.98,0.02,2.35,2.02,1.51,14.83,16.03,-41.0,-1938.36,47.29,18.21
24.3,138.6,1.31,0.06,1.81,2.02,1.51,14.96,16.63,-40.0,-1942.13,50.2,16.5
24.1,138.8,1.02,0.01,2.32,2.01,1.51,10.36,12.4,-46.0,-1822.66,50.58,21.22
15.29,137.8,1.01,0.02,2.88,2.01,1.51,14.97,16.71,-41.0,-1454.74,75.81,16.21
23.93,139.4,1.31,0.02,2.21,2.06,1.51,14.91,17.72,-40.0,-1898.63,47.95,14.53
17.77,127.7,1.43,0.0,2.75,2.01,1.51,13.53,15.09,-44.0,-1556.88,57.64,18.91
24.18,122.1,0.5,0.02,2.75,2.01,1.51,14.98,17.99,-40.0,-1795.57,19.3,13.68
21.13,138.1,1.01,0.03,2.75,2.01,1.51,11.77,13.41,-46.0,-1682.79,35.72,20.08
24.48,139.0,1.36,0.07,1.94,2.03,1.51,10.71,13.24,-45.0,-1830.65,69.45,20.66
15.93,135.9,0.7,0.0,3.01,2.06,1.51,11.59,12.84,-47.0,-1145.24,77.02,19.37
23.97,138.3,1.44,0.0,2.08,2.01,1.51,14.92,15.94,-41.0,-1939.99,54.46,18.09
21.76,138.0,1.48,0.02,2.1,2.02,1.51,14.94,17.57,-40.0,-1877.87,52.62,14.59
16.04,137.4,1.34,0.09,0.77,2.01,1.51,11.85,12.9,-44.0,-814.62,29.53,19.05
22.44,128.8,0.72,0.04,1.72,2.02,1.51,11.32,12.43,-45.0,-1575.19,51.06,20.16
23.92,87.7,1.37,0.07,2.09,2.01,1.51,11.44,12.63,-46.0,-1683.81,53.75,19.84
23.29,134.6,0.54,0.16,2.59,2.02,1.51,12.67,17.85,-40.0,-1650.81,37.63,19.8
24.7,137.4,1.41,0.01,2.06,2.04,1.51,13.6,14.87,-43.0,-1955.39,61.37,18.89
24.33,138.4,0.52,0.02,2.54,2.02,1.52,14.89,15.9,-42.0,-1864.78,29.05,18.37
17.76,133.9,1.46,0.07,2.99,2.06,1.51,14.94,16.62,-40.0,-1649.7,60.06,16.48
24.49,139.0,1.4,0.02,1.93,2.02,1.51,11.79,13.21,-45.0,-1897.9,66.61,19.79
24.76,138.6,0.5,0.05,3.11,2.06,1.51,13.17,14.83,-40.0,-1625.51,26.53,19.79
16.04,137.4,1.52,0.02,0.79,2.01,1.51,11.75,12.89,-44.0,-851.08,27.45,18.98
23.51,138.5,0.5,0.09,3.35,2.02,1.51,14.94,17.54,-40.0,-1569.06,11.87,14.86
15.92,138.0,1.46,0.02,2.08,2.02,1.51,11.62,13.38,-47.0,-1259.5,48.8,19.7
24.09,137.8,0.52,0.02,2.35,2.04,1.51,10.36,12.49,-44.0,-1746.69,47.65,21.21
24.85,138.6,1.5,0.02,2.07,2.04,1.51,14.61,15.9,-41.0,-1955.62,57.83,18.98
24.7,137.4,1.43,0.01,2.06,2.01,1.51,13.6,14.87,-43.0,-1969.97,62.7,18.88
15.82,138.6,0.82,0.01,3.34,2.01,1.51,10.58,16.35,-43.0,-1314.39,84.27,20.28
24.78,118.1,0.5,0.0,2.79,2.01,1.51,14.82,15.96,-42.0,-1797.71,24.05,18.39
24.77,139.3,1.33,0.01,2.03,2.09,1.56,11.35,12.99,-45.0,-1911.73,64.62,19.82
15.73,129.5,1.47,0.02,1.75,2.03,1.51,11.77,17.7,-40.0,-1241.35,76.98,20.4
16.0,138.6,1.06,0.02,1.64,2.02,1.51,11.68,16.39,-40.0,-1119.55,62.79,20.32
24.99,79.3,0.98,0.01,2.26,2.01,1.51,10.27,13.05,-46.0,-1625.91,48.32,21.26
23.37,137.2,0.52,0.02,2.75,2.08,1.51,14.99,17.82,-40.0,-1765.82,21.73,14.13
24.06,136.9,1.01,0.03,2.74,2.01,1.51,11.77,13.37,-45.0,-1777.09,46.38,19.87
22.95,124.5,1.43,0.0,2.27,2.01,1.51,13.81,15.03,-43.0,-1852.36,56.73,18.72
23.9,122.5,0.5,0.0,3.28,2.06,1.51,13.47,14.8,-43.0,-1589.87,17.29,19.48
15.54,136.4,1.39,0.02,2.3,2.02,1.51,11.62,16.01,-42.0,-1341.71,79.72,20.34
23.92,139.2,0.54,0.01,2.99,2.07,1.51,14.85,16.31,-41.0,-1752.91,17.58,17.62
23.65,137.3,1.71,0.03,1.89,2.04,1.53,10.39,12.89,-45.0,-1850.02,74.52,21.37
16.08,134.5,1.5,0.01,1.71,2.01,1.51,11.88,12.89,-46.0,-1137.07,38.84,19.23
24.16,76.7,0.98,0.0,2.27,2.01,1.51,10.57,17.51,-40.0,-1475.53,63.74,20.22
24.72,136.8,0.99,0.02,2.03,2.02,1.52,12.13,13.56,-45.0,-1885.28,52.2,20.81
23.35,137.3,0.5,0.01,3.25,2.08,1.51,14.99,17.82,-40.0,-1653.14,7.2,14.19
24.09,124.5,0.57,0.01,2.79,2.01,1.51,10.33,12.4,-45.0,-1706.12,39.05,21.29
16.14,138.2,0.98,0.05,3.3,2.01,1.51,14.87,16.33,-42.0,-1510.56,73.88,17.49
24.98,138.8,1.23,0.07,2.08,2.01,1.51,14.98,17.27,-40.0,-1936.16,46.65,14.99
23.02,138.3,0.5,0.06,3.24,2.08,1.51,14.97,17.9,-40.0,-1658.95,7.31,14.13
24.79,137.1,0.54,0.01,2.08,2.02,1.51,14.85,15.87,-41.0,-1881.25,34.85,18.46
16.0,129.5,1.32,0.09,0.71,2.01,1.51,11.79,12.88,-44.0,-768.22,32.49,19.17
15.76,139.0,0.52,0.01,3.12,2.06,1.51,15.0,17.98,-40.0,-1356.41,78.12,13.62
25.0,138.1,0.82,0.02,2.75,2.01,1.51,14.89,15.99,-41.0,-1833.08,43.42,18.2
23.77,123.3,0.86,0.03,2.94,2.01,1.51,11.06,12.35,-46.0,-1687.41,33.51,20.56
23.68,138.6,0.5,0.01,3.32,2.02,1.51,11.17,16.35,-40.0,-1489.95,24.47,19.04
15.8,132.9,1.8,0.06,2.08,2.02,1.51,11.75,12.88,-47.0,-1314.64,47.94,18.98
24.49,139.6,1.59,0.06,2.07,2.01,1.51,11.42,12.94,-46.0,-1903.2,71.8,19.33
24.49,138.0,0.77,0.02,2.13,2.02,1.52,11.75,13.41,-45.0,-1829.53,48.14,19.91
24.5,138.1,0.5,0.0,2.92,2.02,1.51,13.62,15.41,-42.0,-1738.0,23.2,18.8
23.37,128.8,0.5,0.04,3.24,2.06,1.51,10.85,13.67,-44.0,-1550.19,25.75,20.18
23.92,136.5,1.14,0.01,2.15,2.01,1.51,14.99,16.82,-40.0,-1963.55,47.83,15.94
24.7,133.2,1.38,0.04,2.04,2.02,1.51,14.74,17.87,-40.0,-1891.66,50.22,15.29
24.94,137.8,0.98,0.01,2.35,2.02,1.51,10.29,12.27,-46.0,-1855.52,51.28,21.23
15.8,138.5,1.5,0.06,2.09,2.02,1.51,11.75,12.88,-47.0,-1242.12,43.5,19.01
23.19,117.9,0.5,0.02,1.86,2.06,1.51,13.05,16.27,-41.0,-1646.02,43.66,19.28
15.82,138.4,2.12,0.07,2.25,2.02,1.51,11.62,12.9,-47.0,-1426.29,52.63,19.1
16.68,133.4,1.57,0.01,2.08,2.01,1.51,14.9,16.32,-41.0,-1570.86,61.79,17.18
24.53,134.9,0.77,0.02,1.95,2.02,1.52,11.89,13.13,-45.0,-1824.88,51.3,19.85
23.93,85.9,0.97,0.02,2.61,2.02,1.51,11.49,12.63,-46.0,-1638.33,35.67,19.56
17.77,132.9,1.44,0.0,2.75,2.01,1.51,13.55,15.09,-44.0,-1561.94,56.49,18.7
23.93,137.1,0.57,0.02,3.02,2.06,1.51,14.91,17.67,-40.0,-1745.43,15.13,14.74
24.86,132.0,1.25,0.03,2.08,2.04,1.54,11.54,16.83,-40.0,-1766.39,64.69,20.09
24.62,133.1,0.56,0.01,2.28,2.01,1.51,11.09,12.76,-45.0,-1798.71,46.09,20.38
23.55,129.8,1.5,0.09,0.71,2.01,1.51,10.36,12.88,-44.0,-1612.4,76.7,21.32
15.71,137.5,1.49,0.01,3.3,2.01,1.51,11.73,12.87,-47.0,-1445.33,52.08,18.89
23.91,119.8,0.5,0.0,3.27,2.06,1.51,13.05,14.76,-44.0,-1579.56,17.65,20.12
24.99,138.8,1.14,0.0,2.15,2.04,1.51,10.36,16.8,-40.0,-1708.37,61.95,20.51
16.04,138.4,0.5,0.04,3.24,2.02,1.51,15.0,17.99,-40.0,-1404.18,72.8,13.61
20.98,132.7,1.44,0.0,2.08,2.01,1.51,14.92,15.94,-41.0,-1814.7,54.04,18.09
17.95,137.6,0.5,0.1,2.64,2.01,1.51,12.67,13.73,-46.0,-1289.46,50.63,20.86
17.77,123.6,0.5,0.02,2.76,2.04,1.51,13.56,15.08,-44.0,-1333.03,52.79,18.61
15.77,136.1,1.36,0.02,2.19,2.08,1.57,10.94,12.9,-47.0,-1186.3,49.57,20.81
23.92,138.4,1.14,0.01,2.08,2.01,1.51,11.77,12.78,-46.0,-1858.12,51.18,18.84
23.33,128.3,0.5,0.04,3.24,2.02,1.51,14.91,17.95,-40.0,-1703.07,11.37,14.34
24.89,136.5,0.5,0.01,2.68,2.02,1.52,11.69,16.25,-42.0,-1730.74,37.32,20.33
24.79,139.2,1.33,0.0,1.82,2.02,1.51,14.85,16.13,-40.0,-1952.68,52.78,17.85
17.77,123.6,0.51,0.03,2.76,2.04,1.51,13.56,15.08,-44.0,-1334.16,52.68,18.65
23.92,136.5,1.14,0.0,2.15,2.04,1.51,14.99,16.32,-40.0,-1918.82,47.61,17.3
24.32,138.1,0.73,0.02,2.75,2.01,1.51,14.89,16.72,-40.0,-1861.87,33.45,16.62
23.34,128.4,0.5,0.04,3.28,2.02,1.51,11.72,14.93,-43.0,-1589.8,22.54,20.46
23.92,136.5,1.29,0.01,2.15,2.02,1.51,14.98,16.82,-40.0,-1978.88,50.01,15.99
18.19,132.7,1.37,0.0,3.48,2.01,1.51,13.39,15.15,-44.0,-1550.58,61.68,18.98
15.29,127.2,1.01,0.02,2.88,2.01,1.51,14.97,16.71,-41.0,-1447.7,76.94,16.27
16.58,139.4,0.55,0.09,3.43,2.01,1.51,14.94,16.1,-43.0,-1421.75,78.1,17.82
23.9,138.1,0.5,0.0,3.28,2.06,1.51,13.47,17.74,-40.0,-1523.78,24.64,17.95
24.76,138.7,1.33,0.03,2.08,2.02,1.51,14.85,15.9,-41.0,-1975.74,55.69,18.32
24.81,133.3,0.79,0.01,2.58,2.04,1.51,15.0,16.46,-41.0,-1903.09,36.18,16.8
24.62,133.1,0.83,0.01,2.57,2.01,1.51,11.72,12.76,-46.0,-1827.73,40.76,19.04
24.94,138.2,1.02,0.02,2.27,2.01,1.51,10.36,16.52,-41.0,-1726.61,61.84,20.53
24.75,138.5,0.5,0.04,2.67,2.01,1.51,14.89,17.63,-40.0,-1835.22,21.55,14.94
